arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
Día 20:;;;;;;cap.;;;;;Dia 20: De Veracruz en 3 dias vap. francés Washington, cap.;francés;Washington;;;vap.;1871_07_21;Veracruz;;
Día 1:;;;;;Lowo;cap.;;;;;-Cayo Hneso en un dia gol. am. Aietis, cap. Lowo,;am.;Aietis;;;gol.;1871_07_21;Cayo Hneso;;
Día 50:;;;;;;cap.;;;;;-Yalencia en 50 dias berg. esp. Cid Campeador, cap.;esp.;Cid Campeador;;;berg.;1871_07_21;Yalencia;;
Día 199:;;;;;Harkness;cap.;;;;;Dia 199 Para New York berg. am. R B. Gove, cap. Harkness.;am.;R B. Gove;;;berg.;1871_07_21;New York;;
Dia 2:;;;;;Fortuna;cap.;;;;;Dia 2: -Mallorca y ol extranjero pol. cap. Fortuna, capitan;;;;;pol.;1871_07_21;Mallorca;;
;;;;;Mol;cap.;;;;;-Mallorca y el extranjero pol.'oap. Morcy, cap. Mol;;Morcy;;;pol.;1871_07_21;Mallorca;;
;;;;;;cap.;;;;;-Barcelona y el extranjera berg. esp. Fortona, cap.;esp.;Fortona;;;berg.;1871_07_21;Barcelona;;
;;;;;Serra;cap.;;;;;-Terranova pol. e p. Palmira, cap. Serra, por Nisse,;;Palmira;;;pol.;1871_07_22;Terranova;;
Día 37:;;N/A:  | N/A: ;;;Pome;cap.;;;;;diz en 37 dias berg. o-p. Manuel, cap. Pome, fone. 261, con frator á Mazan H.-Pasajeros 15;;o-p. Manuel;;;berg.;1871_07_22;;;
;;;;;;cap.;;;;;Fuentes y op-168 bocoses miet do parga - Barcelona y el extranjero berg. esp. Amalia, cap.;esp.;Amalia;;;berg.;1871_07_22;Barcelona;;
;;;;;Lowo;cap.;;;;;-CaƑo Ineso gol. an. Arictla, cap. Lowo;an.;Arictla;;;gol.;1871_07_22;CaƑo Ineso;;
;;;;;Sitjar;cap.;;;;;-San Juan de Terranova pol. esp. Ventura, cap. Sitjar.;esp.;Ventura;;;pol.;1871_07_23;San Juan de Terranova;;
;;N/A:  | N/A: ;;;Blanchard;cap.;;;;;cap. Blanchard, tons. 900, con efectos, á Drain y C: -Pasageros 9.;;;;;;1871_07_25;;;
Día 4:;;N/A: ;;;Bruce;cap.;;;;;Brandt, toas. 334, con efectos, & J. A. del Rio. -St Thomas y Paerto Rico en 4 dias vap. inglés Elder, cap. Bruce, tens. 4C0, con efectos, à J. V. Craw;ing.;Elder;;;vap.;1871_07_25;St Thomas y Paerto Rico;;
;;N/A: ;;;Kiesira;cap.;;;;;cap. Kiesira, tons. 65), con mercancias, á N. Denlon-Pasageros 1.;;;;;;1871_07_25;;;
;;N/A: ;;;Demeritt;cap.;;;;;cap. Demeritt, tons. 75, con ganado vacnno, á S. C.;;;;;;1871_07_25;;;
;;;;;Ora;cap.;;;;;Codina. - Barcelona berg. osp. Popita. cap. Ora.;osp.;Popita;;;berg.;1871_07_25;Barcelona;;
Dia 25:;;;;;;cap.;;;;;Dia 25: Do Cayo Has a 1 dia gol. am. Asa Eldridge. cap.;am.;Asa Eldridge;;;gol.;1871_07_27;Cayo Has;;
Día 15:;;N/A: ;;;Bor- Восker;cap.;;;;;jeres 15. -Cavo Haeso en 2 dias gol. ing. Dearborn. cap. Bor- Восker, ton. 192, con ganado vacuno, á Caamaño y Bus;ing.;Dearborn;;;gol.;1871_07_27;Cavo Haeso;;
Día 6:;;;;;Aparicio;cap.;;;;;V>n Assche. -Málaga en 6 dias berg. csp. Pepa, cap. Aparicio.;csp.;Pepa;;;berg.;1871_07_27;Málaga;;
Día 0:;;N/A: ;;;Roberis;cap.;;;;;ann. -Caso Hueso en dias gol. amer, Beauregard, cap. Roberis, ton. 91. con ganado. á S. C. Barnham y cp!;amer;Beauregard;;;gol.;1871_07_27;;;
Día 11:;;N/A: ;;;Pájaro d;cap.;;;;;451 con carbon do piedra, á M. Gil. -S thomas y escalas en 11 dias vap. cap. Pájaro d;;;;;vap.;1871_07_28;S thomas;;
Dia 27:;;;;;Lanz;cap.;;;;;Dia 27: Para Rivadon berg. esp. Pend, cap. Lanz -Vigo y extranjero berg. tsp. Joaquina Barrera,;esp.;Pend;;;berg.;1871_07_28;Rivadon;;
;;;;;Urrechaga;cap.;;;;;N. York berg. esp Juliana, cip Urrechaga. -C. In gol. am. Thomas P. Barkalow, cap. Denorit;esp;Juliana;;;berg.;1871_07_28;N. York;;
;;;;;Bahrt;cap.;;;;;- Hao gol. am. Asa Eldridge, cap. Bahrt.;am;Asa Eldridge;;;gol;1871_07_28;;;
Dia 23:;;;;;Onaindi;cap.;;;;;Dia 23: Para Hong Kong frag. osp. Altagracia, cap. Onaindi.;osp.;Altagracia;;;frag.;1871_07_29;Hong Kong;;
;;;;;Roberts;cap.;;;;;-Caso Hueso gol. amer. Beauregard, cap. Roberts.;amer.;Beauregard;;;gol.;1871_07_29;;;
;;;;;Thompson;cap.;;;;;-Cayo Ilarso gol. amer. J. Ramson, cap. Thompson.;amer.;;;;gol.;1871_07_29;Cayo Ilarso;;
;;;;;Gastañaga;cap.;;;;;Liverpool boa. esp. Odulla, cap. Gastañaga. - Barcelona y el extranjero pol. esp. Paquete de VeBeznela. cap. Cardel. _ N, York y Nassau vap, am. Shorman, cap. Blanchard.;esp.;Odulla;;;boa.;1871_07_29;Liverpool;;
Día 20:;;;;;Tercer Barceló;cap.;;;;;D'a 20: De Bu-noires on s dias berg. cap. Tercer Barceló.;;;;;berg.;1871_07_30;Bu-noires;;
Día 32:;;;;;Ceballos;cap.;;;;;Santander en 32 dias berg. cap. Ceballos, cap. Lopez;;;;;berg.;1871_07_30;Santander;;
Día 2:;;N/A: ;;;Perez;cap.;;;;;(sp. Fara do Canarias, cap. Perez, ts. 385, con frutos, A Casanellas v cp-Pg4 39. - Cayo Hueso en 2 dias gol. am M N. Liedsey cap.;am;Fara do Canarias;;;gol.;1871_07_30;Cayo Hueso;;
;;;;;Gantes;cap.;;;;;SALIDAS Para la Corufi, bea. ep. Sisirga, cap. Gantes. -Luare. pol. osp. Cordelers, cap. San Julian.;;Sisirga;;;bea.;1871_08_01;Corufi;;
;;;;;Isla de Cuba;cap.;;;;;Santander y Cidiz, vap. correo cap. Isla de Cuba;;correo;;;vap.;1871_08_01;Santander;;
;;;;;Arozo;cap.;;;;;-Santander, berg. oap Sois Hermanos, cap. Arozo.;;Sois Hermanos;;;berg.;1871_08_01;Santander;;
;;;;;Seris;cap.;;;;;anarina, berg. can. Guinelo, cap. Seris.;can.;Guinelo;;;berg.;1871_08_01;;;
;;;;;Lowe;cap.;;;;;-Cayo Hueso gol. amer. Aretis, cap. Lowe.;amer.;Aretis;;;gol.;1871_08_02;Cayo Hueso;;
Día 1:;;N/A:  | N/A: ;;;Jams Maria y José;cap.;;;;;Matanzas en 1 dia barg. cap. Jams Maria y José, . rap. La honde, tons. 121. cun maíz y cafó, á 1. Zabala.;;Jams Maria y José;;;barg.;1871_08_05;Matanzas;;
Día 1:;;N/A: ;;;Torboline;cap.;;;;;Matanzas en 1 dia gol. cap Torboline. cap. Arrase.ito, tons. 11, con harina, AL. G. Baboi.;;;;;gol.;1871_08_05;Matanzas;;
Día 3:;;N/A:  | N/A:  | N/A: ;;;capitan;cap.;;;;;Barcelous en Go dias frag, esp. Aretusa, cap. RolCós, foLs, 407, con frntos, á Raurell, II. y Ca - New Orleans en 3 Gien vap. amer. Liborty, capitan;amer.;Liborty;;;vap.;1871_08_05;New Orleans;;
Día 3:;;;;;Monterola;cap.;;;;;Dla 3: Para New Orleansberg. ing. Hope, cap. Monterola.;ing.;Hope;;;berg.;1871_08_05;New Orleans;;
;;;;;Wood;cap.;;;;;New York frag. ing. Tiochrague, cap. Wood,;ing.;Tiochrague;;;frag.;1871_08_05;New York;;
;;;;;Garcia;cap.;;;;;-Can-rias berg. osp. Las Palmas, cap. Garcia.;;Can-rias;;;berg.;1871_08_05;Las Palmas;;
Dia 5:;;;;;General Valmaseda;cap.;;;;;Dia 5: Par Vigo y el extranjero berg. cap. General Valmaseda,;;;;;berg.;1871_08_06;Vigo;;
;;;;;Aduris;cap.;;;;;-Sevilla berg. cap. San José, cap. Aduris;;San José;;;berg.;1871_08_06;Sevilla;;
Día 12:;;N/A: ;;;Gaano;cap.;;;;;D'a C: tre Liverpool en 12 d'a bea. cp. Abnegacion, cap. Gaano, tons. 433 en merenucia, á B. B. Jimenez.;;Abnegacion;;;bea.;1871_08_08;Liverpool;;
Día 1:;;;;;Gaze;cap.;;;;;Cago Hueso en 1 dia viv. amer. Rio, cap. Gaze, tons.;amer.;Rio;;;viv.;1871_08_08;Cago Hueso;;
Día 9:;;;;;Mae;cap.;;;;;C-Pasaj. 1. -Tabasco en 9 dias gol. opp. Salvatora, cap. Mae, ts.;;Salvatora;;;gol.;1871_08_08;Tabasco;;
Día 5:;;;;;Lowe;cap.;;;;;Bias: De Cayo Hueso en 5 dias gol. am. Aristis, cap. Lowe,;am.;Aristis;;;gol.;1871_08_09;Cayo Hueso;;
Día 45:;;N/A: ;;;Moreno;cap.;;;;;FOR. Liverpool en 45 dias bea. esp. Luz, cap. Moreno, ton. 213, con mercancias, a la órdon. -Nassau, en 3 dias, gol. ing. Star, cap. Albury, tous. 111. en lastry, á R. Witman.;esp.;Luz;;;bea.;1871_08_09;Liverpool;;
;;;;;Lala;cap.;;;;;-Cadiz, berg. cap. Lala, cap. Gonzalez.;;;;;berg.;1871_08_10;Cadiz;;
;;;;;Faivt;cap.;;;;;2. Haoro gol. £m. A-a Eddridge, cap. Faivt.;;A-a Eddridge;;;gol.;1871_08_10;;;
Día 10:;;N/A:  | N/A: ;;;Bocker;cap.;;;;;Dia 10. De Cayo Hacao en 9 dias gol. ing. Dearborn, cap. Bocker. ton. 149 con ganado racuno & Caзms. BustaDantes en.;ing.;Dearborn;;;gol.;1871_08_11;Cayo Hacao;;
Día 14:;;N/A:  | N/A: ;;;Morten;cap.;;;;;-New York en 4 dias vap. am. Bienville, cap. Morten, ton. 1500, con factos & Drainy cp.-Pasag. 14. - neacs Aires en el dias pol. op. Sorprona, capitan;am.;Bienville;;;vap.;1871_08_11;New York;;
;;;;;Lowo;cap.;;;;;Cayo Hueso gol. am. Ariotis, cap. Lowo;am.;Ariotis;;;gol.;1871_08_11;Cayo Hueso;;
Día 47:;;;;;;cap.;;;;;1032 _ Ambéres en 47 días berg. esp. Nuova Union, cap.;esp.;Nuova Union;;;berg.;1871_08_12;Ambéres;;
Dia 11:;;;;;;cap.;;;;;Dia 11: Para Lagna de Términos berg. germ? Von Roon, cap.;germ?;Von Roon;;;berg.;1871_08_12;Lagna de Términos;;
;;;;;Horc';cap.;;;;;New Orleans bea. esp. Talia, cap Horc' - New Orleans frog cap. Nueva aurelia, cai an Polayo - Cois Huso gol. amer. Thomas P. Barkalow, cap.;esp.;Talia;;;bea.;1871_08_13;New Orleans;;
;;N/A: ;;;Mo Kay;cap.;;;;;N. Lindsay, cap. Mo Kay, tons. 135, con ganado vacano, & S. C. Barnliam.;;N. Lindsay;;;;1871_08_15;;;
;;N/A: ;;;Cacho;cap.;;;;;eap Barcelona, cap. Cacho, tons. 400, con efectos, á;;;;;;1871_08_15;Barcelona;;
Día 11:;;;;;Morell;cap.;;;;;Dia 11. - Cárdenas en 1 dia berg. esp. Amparo, cap. Morell,;esp.;Amparo;;;berg.;1871_08_15;Cárdenas;;
;;;;;Lopes Villamil;cap.;;;;;Santander bea. osp. Petronila, cap. Lopes Villamil. -Boston berg. am. Star, cap. Cook.;am.;Petronila;;;bea.;1871_08_15;Santander;;
Día 56:;;;;;Brine;cap.;;;;;14: Do Cardifon 56 dias frag. ing. Imposter, cap. Brine,;ing.;Imposter;;;frag.;1871_08_17;Cardifon;;
Día 53:;;N/A:  | N/A: ;;;Zárragton;cap.;;;;;ton. 65, con ganado vacure, á Caamaño, 1. y cp. - Londres on 53 dias berg. cap. San Josó, cap. Zárragton, 132, con mercancial, á Stephani y cp.;;San Josó;;;berg.;1871_08_17;Londres;;
Día 13:;;N/A: ;;;Asteinza;cap.;;;;;Pogreso en 13 dias berg. esp. Esperanza, cap. Asteinza, tou. 17%, con efectos, á Llanuza y ep.;esp.;Esperanza;;;berg.;1871_08_17;Pogreso;;
Día 1:;;N/A: ;;;Enrique;cap.;;;;;yo IIneso en 1 dia gol. cap. Enrique, cap. Lorenzo, ton. 204, con ganado vaouuo, & Gonzaloz Lina31.3.;;;;;gol.;1871_08_17;;;
Día 1:;;N/A: ;;;Lowe;cap.;;;;;cap. Ellis, ton. 691, con efectos, á D. Mo KollarPasaj. 1. -Cayo Hneso en 1 dia gol. am. Arietis, cap. Lowe, ton.;am.;Arietis;;;gol.;1871_08_18;Cayo Hneso;;
;;;;;Arnatt;cap.;;;;;-Punta de Banea berg. am. J. M. Burns, cap. Arnatt.;am.;J. M. Burns;;;berg.;1871_08_18;Punta de Banea;;
;;;;;Mc Gregor;cap.;;;;;-Boston berg. inglés Teazer, cap. Mc Gregor;inglés;Teazer;;;berg.;1871_08_19;Boston;;
;;;;;Lorenzo;cap.;;;;;-Cayo Huoso gol. esp. Enrique, cap. Lorenzo.;esp.;Enrique;;;gol.;1871_08_20;Cayo Huoso;;
;;;;;Adams;cap.;;;;;N. York vap. am. Morro Castle, cap. Adams.;am.;Morro Castle;;;vap.;1871_08_20;N. York;;
Dia 22:;;N/A:  | N/A: ;;;Guptill;cap.;;;;;Dia 22: Para Caibarien berg. amor. Thomas (wer, cap. Guptill. _ Guantánamo bea. acer. R. Murr: y, cap. Parrington..;;amor. Thomas;;;berg.;1871_08_23;Guantánamo;;
;;N/A: ;;;Baker;cap.;;;;;a1a. Margret cap. Baker, tons. 508. con efectos, á;;Margret;;;;1871_08_24;;;
;;;;;Amparo;cap.;;;;;Alicanto y Barcelona berg. cap. Amparo, capilan;;Barcelona;;;berg.;1871_08_24;Alicanto;;
;;;;;Pedro Plandolit;cap.;;;;;New Orleans frag. cap. Pedro Plandolit. cap. Aineu'al;;;;;frag.;1871_08_24;New Orleans;;
;;;;;Hasie;cap.;;;;;Filadella vap. am. Juniata, cap. Hasie.;am.;Juniata;;;vap.;1871_08_24;Filadella;;
;;;;;;cap.;;;;;-N. York vap. am. Gral [Sedgwick, cap.;am.;Gral Sedgwick;;;vap.;1871_08_24;N. York;;
Día 12:;;N/A:  | N/A: ;;;Urruchsca;cap.;;;;;Andueza, ton. 202, con efectos, & J. Rafscas y op. -Ambéres en 53 disa berg. esp. Celts, cap. Urruchsca, ton, 180, con mercancias, & L. Will y ep. _ Santander en 12 dias ba cap. Go:orii, cap. Sibila,;esp.;Celts;;;berg.;1871_08_25;Santander;;
Día 51:;;;;;Hormozo;cap.;;;;;Hamburgo en 51 dias berg. cap. Hormozo Habanero,;;Habanero;;;berg.;1871_08_25;Hamburgo;;
;;;;;Bahrt;cap.;;;;;San Sebastian bon, esp. Maria, osp. Carril. -Case Ineso gol. am. A Eldridgy, cap. Bahrt;am.;Eldridgy;;;gol.;1871_08_27;San Sebastian;;
Día 11:;;N/A: ;;;Frott;cap.;;;;;Mobila en 11 dias gol. am Elisabet, cap. Frott, tons.;am;Elisabet;;;gol.;1871_09_02;;;
;;;;;Arrascasti;cap.;;;;;Siombra 1? Pars Terranova gol. can Trbolino, cap. Arrascasti;can;Trbolino;;;gol.;1871_09_02;Siombra;;
Dia 2:;;;;;Bocker;cap.;;;;;Dia 2: De Cayo Hueso en 3 dias gol. ing. Dearborn, cap. Bocker,;ing.;Dearborn;;;gol.;1871_09_03;Cayo Hueso;;
Día 1:;;;;;;cap.;;;;;-Cayo Hueso en 1 dia gol. smer. Harriet Maria, cap.;;smer. Harriet Maria;;;gol.;1871_09_03;Cayo Hueso;;
Día 3:;;;;;Lowa;cap.;;;;;y cp - Cayo Huos on 3 dias gol. amer. Arletis, cap. Lowa,;amer.;Arletis;;;gol.;1871_09_03;Cayo Huos;;
Día 4:;;N/A: ;;;Vibab;cap.;;;;;tons 75, con ganado vacano, á Casmato By cp. _ Barselona en 4 dias berg. esp. Tibidabo, cap. Vibab.;esp.;Tibidabo;;;berg.;1871_09_03;Casmato;;
Día 53:;;N/A: ;;;Anzorandia;cap.;;;;;-Glasgow eu 53 dias berg. op. Victoriano, cap. Anzorandia, tons. 250, con mercancias, & Mori:on herголцов.;op.;Victoriano;;;berg.;1871_09_03;Glasgow;;
Dia 2:;;;;;Ponco;cap.;;;;;Dia 2: Par. Cadiz berg. cep Mannel, cap. Ponco.>;;cep Mannel;;;berg.;1871_09_03;Cadiz;;
;;;;;San Mignol;cap.;;;;;-St. Mary berg. cap San Mignol, cap. Carra.;;;;;berg.;1871_09_03;St. Mary;;
Día 64:;;N/A:  | N/A: ;;;Tunolty;cap.;;;;;10. 150. con chapapote á R. P. Santa Maria. _ Christiansund en 64 dias berg. nor. Oma, cap. Tunolty, ten. 117 con bacalao, & A. Serpa y op. -- Laveri ool on 54 dias berg esp. Lrisa, cap. Echavar11, to 20, con efectes, á B B Jimenez;nor.;Oma;;;berg.;1871_09_05;Christiansund;;
Día 6:;;;;;Anunciacion;cap.;;;;;Din 6: De Montevideo en 16 dias borg. gol. cap. Anunciacion;gol.;;;;borg.;1871_09_07;Montevideo;;
;;N/A: ;;;A'sins;cap.;;;;;Fomento, cap. A'sins, tons. 100, con tasajo, á Mañé,;;;;;;1871_09_07;Fomento;;
Día 6:;;;;;Arnotte;cap.;;;;;Tiv : 6 Para N. York berg, am. J. M Barne. cap Arnotte. -S:, Toomas vap. ing. Córelea, cap. West.;am.;J. M Barne;;;berg;1871_09_07;Tiv;;
Día 7:;;N/A: ;;;Adams;cap.;;;;;•Dia 7: Do N. York n 5 dias vap. an. Morro Caal. cap. Adams tin. 15. con efectos. á Draid y cp-Pa. 39. - Vernerez y Ingreso eu 4 dae vap. um Cry of Mo;an.;Morro Caal;;;vap.;1871_09_08;N. York;;
;;;;;Guipuzcoano, cap. Sendagorta;cap.;;;;;Dip Para Ambeies berg. cap. Guipuzcoano, cap. Sendagorta.;;;;;berg.;1871_09_08;Dip Para Ambeies;;
;;;;;Bickor;cap.;;;;;Cayo Hueso gol. ing. Dearborn, cap. Bickor T.njillo gol. fag. Nymph, cap. Ackerman Cardonas ben. eap. Abnogacion, cap. Galiana Cienfuegos berg. esp J. F, cap. Ferreyros;ing.;Dearborn;;;gol.;1871_09_12;Cayo Hueso;;
Día 44:;;N/A:  | N/A: ;;;Serra;cap.;;;;;ts. 43, con pescado vivo, á F. Casteleiro. _ Barcelona on 44 dias pol. esp. Palmira, cap. Serra, ton. 230, con frutos, & Fabra, Riera 5.op.;esp.;Palmira;;;pol.;1871_09_13;Barcelona;;
Dia 12:;;;;;Wiley;cp.;;;;;Dia 12: Para Boston, via Caibarien, berg. ing. Firm, cp. Wiley. -Filadelfia bia. am. Henry Knight, cap. Gelkey,;ing.;Firm;;;berg.;1871_09_13;Caibarien;;
;;;;;;cap.;;;;;Santander y Bilbao bca. esp. L. R. HI, op. Barreдo. _ Mallorca y el extranjero berg. esp. Pensativo, cap.;esp.;Pensativo;;;berg.;1871_09_13;Santander;;
Día 31:;;N/A:  | N/A: ;;;Munitiz;cap.;;;;;cap. Van Sice, tous. 1370, con efectos, à Drain y cpPga. 31 _ Caso Hueso en 2 dias gal, am. Beauregard, cap. Roberts, tons. 1. con ganado vacuno, & T. Salazar. - Liverpool en 45 dias bea. esp. Olano, cap. Munitiz,;esp.;Olano;;;bea.;1871_09_15;Liverpool;;
;;;;;Carmona;cap.;;;;;capitan Quistane. --Hondaras gol. erp. Leon, cap. Carmona;;Leon;;;gol.;1871_09_16;Honduras;;
Día 1:;;;;;;cap.;;;;;Cayo Hueso en 1 dia gol. amor. Harriet Maria, cap.;;amor. Harriet Maria;;;gol.;1871_09_17;Cayo Hueso;;
Día 1:;;;;;;cap.;;;;;-Cayo Hueso en 1 dia gol. am. T. P. Barkalow, cap.;am.;T. P. Barkalow;;;gol.;1871_09_17;Cayo Hueso;;
;;;;;;cap.;;;;;Norte do Cab Hatteras berg. am. B. J. Nash, cap.;am.;B. J. Nash;;;berg.;1871_09_17;;;
Dia 18:;;;;;Bennis;cap.;;;;;Dia 18: -N. York en 14 dias berg. am. Kavana, cap. Bennis.;am.;Kavana;;;berg.;1871_09_19;N. York;;
Dia 7:;;;;;Trott;cap.;;;;;Dia 7: Para N. Orleans gol. am. Elizabeth, cap. Trott. -0. IIueao gol. ing. Ramson. cap. Thompson.;am.;Elizabeth;;;gol.;1871_09_19;N. Orleans;;
;;;;;Glad;cap.;;;;;N. York vap. am. Victor, cap. Glad.;am.;Victor;;;vap.;1871_09_20;N. York;;
Día 33:;;N/A:  | N/A: ;;;Dodero;cap.;;;;;rajeros 19. _ Cadiz en 33 dias frag. ep. Tomás Havnes, cap. Dodero, ton. 419, con frutos, á M. Saenz Izquierdo―l'asajeros 17.;ep.;Tomás Havnes;;;frag.;1871_09_21;Cádiz;;
Día 4:;;N/A: ;;;Arana;cap.;;;;;l'aorto Rico en Sias berg. esp. Santiago, cap. Arana. ton. 183, con efectos, á J. Bosch.-Passj. 4.;esp.;Santiago;;;berg.;1871_09_21;Puerto Rico;;
Día 64:;;;;;;cap.;;;;;-Amlores en 64 dias berg. esp. Elisa Villegas, cap.;esp.;Elisa Villegas;;;berg.;1871_09_21;Amlores;;
Dia 20:;;;;;Crowell;cap.;;;;;Dia 20: Para N. York vap. am. Crescent City, cap. Crowell. - Cayo Hueso y Baltimore vapor amer. Caba, capitan;am.;Crescent City;;;vap.;1871_09_21;Cayo Hueso y Baltimore;;
Día 63:;;;;;Iglesias;cap.;;;;;D'al: De Ambéres en 63 dias berg. esp. F. P., cap. Iglesias.;esp.;F. P.;;;berg.;1871_09_22;Ambéres;;
Dia 24:;;;;;;cap.;;;;;Dia 24: De Panzacola on 7 dias gol. amer. Edward Thomas, cap.;amer.;Edward Thomas;;;gol.;1871_09_26;Panzacola;;
Día 2:;;N/A: ;;;Lawton hinor;cap.;;;;;Bayley, tons. 71, con nradoras, á Lawton hinor. -Bilbao y Cárdenas on 2 das bca. esp. Triano, cap.;esp.;Triano;;;bca.;1871_09_26;Bilbao;;
Día 2:;;;;;;cap.;;;;;Cavo Hueso on 2 dias gol. amor. Asa Eldridge, cap.;;Asa Eldridge;;;gol.;1871_09_26;Cavo Hueso;;
Dia 25:;;N/A:  | N/A: ;;;Coll;cap.;;;;;Dia 25: -Barceloun on 50 dias frag. osp. Resoluta, cap. Coll, tans 6:0 con fentos, a I. Gassol y cp. -New York en 5 dias vap. amer. Bienvillo, cap Baker, tous. 1,200, con efectos, á Drain y op.-Pas ge;osp.;Resoluta;;;frag.;1871_09_26;Barceloun;;
Día 60:;;N/A: ;;;Corier;cap.;;;;;TON 2. Liverpool en 60 dias frag. ing. Isabella Harnot, cap. Corier, 18. 404 con carbon, à Lopez.;ing.;Isabella Harnot;;;frag.;1871_09_26;Liverpool;;
;;;;;Monterola;cap.;;;;;-Now Orleans berg.ing Hope, cap. Monterola.;ing.;Hope;;;berg.;1871_09_26;Now Orleans;;
Dia 26:;;N/A: ;;;Roberts;cap.;;;;;Dia 26: De Caso Haeso en 1 dia gol. emer. Beauregard, cap. Roberts, tons. 93, con ganado vacuno, á Caamaño, By;emer.;Beauregard;;;gol.;1871_09_27;Caso Haeso;;
Día 5:;;;;;;cap.;;;;;-New York en 5 dias vap. amer. Morro Castle, cap.;amer.;Morro Castle;;;vap.;1871_09_27;New York;;
Dia 26:;;;;;Urrachua;cap.;;;;;Dia 26: Para Terranova berg. esp. Celta, cap. Urrachua.;esp.;Celta;;;berg.;1871_09_27;Terranova;;
;;;;;Lowe;cap.;;;;;-Cayo Ineso gol. am. Arietis, cap. Lowe.;am.;Arietis;;;gol.;1871_09_27;Cayo Ineso;;
;;N/A: ;;;Llovet;cap.;;;;;esp. l'ájaro del Océano, cap. Llovet. tons. 230, con;esp.;l'ájaro del Océano;;;;1871_09_28;;;
Día 4:;;N/A:  | N/A: ;;;Wakeley;cap.;;;;;efectos, & R. Herrera.-Pasajeros 120. _ N. Orleans en 4 dias vap. am. Pioner, cap. Wakeley,;am.;Pioner;;;vap.;1871_09_28;N. Orleans;;
Día 57:;;N/A: ;;;Huter;cap.;;;;;ts. 820 con efectos. A Lawton hermanos. _ Cardiff en 57 dias frag ing. Kola, cap. Huter, tons.;ing.;Kola;;;frag;1871_09_28;Cardiff;;
Dia 28:;;;;;Borker;cap.;;;;;Dia 28: l'ara Cayo Hueso gol. ing. Dearbon, cap. Borker -Cayo Hero vivero am. Rio, osp. Duckley;ing.;Dearbon;;;gol.;1871_09_29;Cayo Hueso;;
;;;;;Todd;cap.;;;;;-N. York berg. inglés Manlius, cap. Todd;ing.;Manlius;;;berg.;1871_09_29;N. York;;
Día 29:;;N/A:  | N/A: ;;;Owo-hand;cap.;;;;;• Dia 29. De Amsterdam en 53 dias berg. gol. hol. Cárdenas Packet, cap. Owo-hand, ton. 125, con efectos &  Niese,;hol.;Cárdenas Packet;;;berg.;1871_09_30;Amsterdam;;
Día 24:;;;;;;cap.;;;;;Annapolis (N. E) en 24 dias berg. ing. Teviot, cap.;ing.;Teviot;;;berg.;1871_09_30;Annapolis (N. E);;
Día 21:;;;;;Albizari;cap.;;;;;Liverpool en 21 dias vap. esp. José, cap. Albizari,;esp.;José;;;vap.;1871_09_30;Liverpool;;
;;;;;Roberts;cap.;;;;;-Cayc-Huezo gol. amer. Boaurogard, cap. Roberts.;amer.;Boaurogard;;;gol.;1871_09_30;Cayc-Huezo;;
Día 1:;;N/A:  | N/A: ;;;Davies;cap.;;;;;3 cp-Pas. 1. Caso Hueso on 1 dia gol. am. Harrioto Maris, cap. Davies, ton. 10%, con ganado, & S. C. Burnham Onyo Hueso y Pants Rasa en 1s dias gol. esp. Enrl. que, cap. Lorenzo, ton. 201, con ganado, á Gonzalez y Liusies;am.;Harrioto Maris;;;gol.;1871_10_01;Hueso;;
;;;;;Wakely;cap.;;;;;Din : Para Fi af vap. m. Pioncor, cap. Wakely.;;Pioncor;;;vap.;1871_10_01;;;
;;;;;Adama;cap.;;;;;. Yorkvap. em. Bioovile, cap. Baker. -N York vapor am. Marro Castle, cap. Adama;am.;Marro Castle;;;vap.;1871_10_01;York;;
Día 5:;;N/A:  | N/A: ;;;Winzen;cap.;;;;;New York en 5 diis vap. germ. Saxonia, cap Winzen, tons. 2700, con efectos, & D. E-dmann.-Pasajeros;germ.;Saxonia;;;vap.;1871_10_05;New York;;
Día 7:;;N/A:  | N/A: ;;;Lipincott;cap.;;;;;-Filadelda on 7 dias berg. am. S V. Merrick, cap. Lipincott, tons. 276, con efectis, & J. Carrioaburo.Pasjeros 1.;am.;S V. Merrick;;;berg.;1871_10_05;Filadelda;;
;;;;;Gavin;cap.;;;;;- Boston berg. ing. Marguerite, cap. Gavin.;ing.;Marguerite;;;berg.;1871_10_05;Boston;;
;;;;;;;;;;;De S. Nazaire: Sros. J. Schwartz-Jalio Thoat-J F. Figueroa antonio Burta-Nico's Bay on-Guillermo For N. Mignacaba!-L. Ocherl-N. Dabroc-Editar. do Labadie-N. Mongabaro-Josh Aussel-Antonio Ve nler-Do Santander: Sres. Agustin Isla Cabota-Jos6 Salas y Paente-Valontin Umaran-Francisco Umaran Pedro Bollada-Laureano F. Gutierrez-Segundo Roiz;;;;;;1871_10_07;S. Nazaire;;
